CustomerKey;GeographyKey;CustomerAlternateKey;Title;FirstName;MiddleName;LastName;NameStyle;MaritalStatus;Suffix;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;EnglishEducation;SpanishEducation;FrenchEducation;EnglishOccupation;SpanishOccupation;FrenchOccupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;Phone;DateFirstPurchase;CommuteDistance;Region;Age;BikeBuyer;BirthDateDay;BirthDateMonth;BirthDateYear;AgeRange
19218;307;AW00019218;;Nathaniel;V;Brooks;0;M;;M;nathaniel2@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;2131 Covington Court;;934-555-0180;9/12/07;1-2 Miles;North America;68;0;10;10;1956;61-70
19219;612;AW00019219;;Mary;;Peterson;0;M;;F;mary13@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;4006 Jane Ct;;685-555-0115;10/24/2007;1-2 Miles;North America;67;0;6;12;1956;61-70
19221;347;AW00019221;;Kaitlyn;A;Williams;0;M;;F;kaitlyn25@adventure-works.com;30000;2;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;5964 Sepulveda Ct.;;826-555-0143;5/21/2008;1-2 Miles;North America;67;0;26;3;1957;61-70
19222;648;AW00019222;;Jordan;E;Hall;0;M;;M;jordan75@adventure-works.com;30000;2;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;6228 Geary Court;;137-555-0144;6/14/2008;1-2 Miles;North America;67;0;20;2;1957;61-70
19224;66;AW00019224;;Stephanie;L;Henderson;0;M;;F;stephanie32@adventure-works.com;30000;2;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;9105 Santa Fe;;607-555-0187;11/24/2007;1-2 Miles;North America;67;0;21;9;1957;61-70
19227;536;AW00019227;;Logan;F;Nelson;0;M;;M;logan35@adventure-works.com;40000;2;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;1355 Palm Avenue;;326-555-0152;9/14/2007;1-2 Miles;North America;66;0;20;8;1958;61-70
19228;612;AW00019228;;Morgan;P;Ramirez;0;M;;F;morgan64@adventure-works.com;40000;2;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;4077 Chinquapin Ct;;793-555-0190;3/23/2008;0-1 Miles;North America;66;0;12;3;1958;61-70
19229;335;AW00019229;;David;C;Robinson;0;S;;M;david81@adventure-works.com;80000;5;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;4605 Shenandoah Dr.;;835-555-0146;4/29/2008;1-2 Miles;North America;66;0;23;8;1958;61-70
19230;311;AW00019230;;Joy;;Moreno;0;M;;F;joy7@adventure-works.com;80000;5;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;7405 Dolores Way;;260-555-0137;6/23/2008;1-2 Miles;North America;66;0;14;5;1958;61-70
19231;310;AW00019231;;Meghan;R;Gill;0;M;;F;meghan13@adventure-works.com;80000;5;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;9769 Thistle Circle;;824-555-0156;12/30/2007;0-1 Miles;North America;66;0;15;4;1958;61-70
19232;43;AW00019232;;Candice;;Chow;0;S;;F;candice10@adventure-works.com;60000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;1133 Leisure Lane;;427-555-0160;11/29/2007;1-2 Miles;North America;65;0;13;11;1959;61-70
19233;302;AW00019233;;Omar;L;Andersen;0;M;;M;omar33@adventure-works.com;60000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;5578 Barbie Dr;;201-555-0147;10/11/07;1-2 Miles;North America;65;0;6;5;1959;61-70
19234;300;AW00019234;;Micah;;Zheng;0;S;;M;micah7@adventure-works.com;40000;4;4;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;8526 El Mundo Dr.;;131-555-0198;6/13/2008;0-1 Miles;North America;52;0;16;5;1972;51-60
19235;310;AW00019235;;Kayla;;Bennett;0;M;;F;kayla25@adventure-works.com;50000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;1610 Ashwood Dr.;;116-555-0117;4/16/2008;0-1 Miles;North America;52;0;5;8;1972;51-60
19236;609;AW00019236;;Chloe;K;Phillips;0;M;;F;chloe3@adventure-works.com;50000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;3464 Cook Park;;128-555-0134;6/21/2008;0-1 Miles;North America;52;0;12;8;1972;51-60
19237;611;AW00019237;;Kristy;M;Gomez;0;M;;F;kristy1@adventure-works.com;40000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;9200 Pecan Street;;635-555-0158;6/3/08;0-1 Miles;North America;51;0;17;4;1973;51-60
19238;633;AW00019238;;Isabella;;West;0;M;;F;isabella7@adventure-works.com;40000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;9431 College Blvd;;933-555-0122;11/14/2007;1-2 Miles;North America;51;0;7;2;1973;51-60
19239;634;AW00019239;;Jeremy;D;Alexander;0;M;;M;jeremy31@adventure-works.com;40000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;6288 Melody Dr.;;697-555-0178;6/22/2008;1-2 Miles;North America;51;0;18;10;1973;51-60
19243;358;AW00019243;;James;K;Thomas;0;M;;M;james83@adventure-works.com;40000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;3623 Buskirk Avenue;;620-555-0118;12/6/07;1-2 Miles;North America;51;0;28;4;1973;51-60
19244;360;AW00019244;;Sebastian;;Ward;0;M;;M;sebastian4@adventure-works.com;40000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;3717 Greenway Drive;;165-555-0113;11/3/07;1-2 Miles;North America;51;0;8;6;1973;51-60
19245;345;AW00019245;;Isaiah;P;King;0;M;;M;isaiah43@adventure-works.com;60000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;225 Piedmont;;889-555-0145;1/7/08;0-1 Miles;North America;53;0;27;2;1971;51-60
19246;618;AW00019246;;Carlos;E;Campbell;0;M;;M;carlos34@adventure-works.com;60000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;7022 Muth Dr.;;563-555-0146;1/11/08;1-2 Miles;North America;53;0;9;8;1971;51-60
19254;155;AW00019254;Sr.;Anibal;;Sousa;0;S;;M;anibal1@adventure-works.com;20000;1;0;Bachelors;Licenciatura;Bac + 4;Clerical;Administrativo;Employ‚;1;0;Essener Straáe 18;;283-555-0100;4/13/2007;0-1 Miles;Europe;68;1;7;11;1956;61-70
19303;208;AW00019303;Ms.;Sylvia;N.;Spencer;0;M;;M;sylvia1@adventure-works.com;10000;3;0;High School;Educaci¢n secundaria;Bac + 2;Manual;Obrero;Ouvrier;0;2;52, rue Malar;;173-555-0100;7/14/2008;0-1 Miles;Europe;73;0;11;10;1951;71-80
19395;325;AW00019395;;Austin;;Zhang;0;S;;M;austin20@adventure-works.com;40000;4;2;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;1697 Sunny Ave;;952-555-0132;8/28/2007;2-5 Miles;North America;64;1;1;6;1960;61-70
19396;536;AW00019396;;Tammy;;Prasad;0;S;;F;tammy10@adventure-works.com;40000;4;2;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;4;5736 Candle Dr.;;709-555-0156;8/31/2007;2-5 Miles;North America;64;1;11;3;1960;61-70
19398;355;AW00019398;;Dylan;J;Gonzales;0;S;;M;dylan16@adventure-works.com;40000;0;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;1;8531 Doncaster Dr;;493-555-0113;5/12/08;2-5 Miles;North America;64;0;9;10;1960;61-70
19400;68;AW00019400;;Gavin;A;Hayes;0;S;;M;gavin21@adventure-works.com;50000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;6123 Lancelot Dr.;;699-555-0137;12/18/2007;2-5 Miles;North America;57;1;11;3;1967;51-60
19401;307;AW00019401;;Kyle;A;Hernandez;0;S;;M;kyle48@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;0;1;8947 Rio Grande Drive;;611-555-0170;8/26/2007;0-1 Miles;North America;57;1;12;6;1967;51-60
19402;315;AW00019402;;Jeremiah;;Scott;0;S;;M;jeremiah17@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;1;1;2141 Delaware Ct.;;474-555-0169;8/14/2007;2-5 Miles;North America;57;1;21;6;1967;51-60
19403;337;AW00019403;;Morgan;G;Cook;0;S;;F;morgan51@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;0;1;9030 Louisiana Dr.;;173-555-0114;8/3/07;2-5 Miles;North America;57;1;4;6;1967;51-60
19404;299;AW00019404;;Nicole;L;Moore;0;M;;F;nicole8@adventure-works.com;10000;4;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;8108 Goen Road;;864-555-0156;6/27/2008;2-5 Miles;North America;96;0;15;8;1928;+90
19405;542;AW00019405;;Abigail;;Smith;0;M;;F;abigail47@adventure-works.com;60000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;5238 Jemco Court;;692-555-0110;8/13/2007;0-1 Miles;North America;64;1;20;8;1960;61-70
19406;548;AW00019406;;Brooke;;Travers;0;M;;F;brooke4@adventure-works.com;60000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;4642 Peabody Road;;116-555-0118;8/30/2007;0-1 Miles;North America;64;1;8;10;1960;61-70
19407;546;AW00019407;;Sarah;M;Perry;0;M;;F;sarah32@adventure-works.com;60000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;2205 Stonehedge Dr.;;506-555-0177;8/26/2007;0-1 Miles;North America;64;1;6;2;1960;61-70
19408;329;AW00019408;;Taylor;;Richardson;0;M;;F;taylor12@adventure-works.com;60000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;6369 Ellis Street;;545-555-0144;8/24/2007;2-5 Miles;North America;64;1;21;1;1960;61-70
19409;336;AW00019409;;Savannah;;Allen;0;M;;F;savannah46@adventure-works.com;60000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;7680 Ashwood Dr;;524-555-0149;8/12/07;2-5 Miles;North America;64;1;9;2;1960;61-70
19410;627;AW00019410;;Chloe;A;Adams;0;M;;F;chloe13@adventure-works.com;60000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;3001 N. 48th Street;;788-555-0147;8/29/2007;0-1 Miles;North America;65;1;4;2;1959;61-70
19411;66;AW00019411;;Sarah;;Alexander;0;M;;F;sarah43@adventure-works.com;60000;4;3;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;0;6732 Tanager Court;;281-555-0114;5/26/2008;2-5 Miles;North America;65;0;2;4;1959;61-70
19412;609;AW00019412;;Jaime;L;Chander;0;M;;M;jaime38@adventure-works.com;80000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;1;0;2061 Matchstick Drive;;420-555-0125;11/20/2007;0-1 Miles;North America;65;1;27;9;1959;61-70
19525;68;AW00019525;;Hannah;;Flores;0;S;;F;hannah34@adventure-works.com;40000;0;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;0;1;1191 Rhoda Way;;607-555-0157;3/13/2008;2-5 Miles;North America;64;0;24;5;1960;61-70
19526;64;AW00019526;;Angela;;Cooper;0;S;;F;angela35@adventure-works.com;50000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;8934 Lacanda;;981-555-0127;12/5/07;2-5 Miles;North America;57;1;4;7;1967;51-60
19527;69;AW00019527;;Gabriel;S;Adams;0;S;;M;gabriel47@adventure-works.com;50000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;8989 Adelia Court;;453-555-0116;12/30/2007;2-5 Miles;North America;57;1;16;6;1967;51-60
19528;536;AW00019528;;Bailey;C;Hall;0;S;;F;bailey42@adventure-works.com;50000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;444 9th St.;;731-555-0175;2/10/08;0-1 Miles;North America;57;0;14;5;1967;51-60
19529;641;AW00019529;;Bailey;A;Parker;0;S;;F;bailey28@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;0;1;4507 Kenmore;;604-555-0112;8/14/2007;2-5 Miles;North America;57;1;9;8;1967;51-60
19530;302;AW00019530;;Lisa;;Liang;0;S;;F;lisa20@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;1;1;639 Bird Drive;;644-555-0144;8/29/2007;2-5 Miles;North America;57;1;4;7;1967;51-60
19531;310;AW00019531;;John;I;Robinson;0;S;;M;john40@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;0;1;2000 Newcastle Road;;150-555-0193;8/12/07;2-5 Miles;North America;57;1;6;10;1967;51-60
19532;314;AW00019532;;Victoria;B;Brown;0;S;;F;victoria5@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;1;1;3144 Via Rerrari;;686-555-0192;8/4/07;2-5 Miles;North America;57;1;1;2;1967;51-60
19533;331;AW00019533;;Vanessa;R;Long;0;S;;F;vanessa10@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;0;1;6088 Clark Creek Rd;;727-555-0159;8/21/2007;0-1 Miles;North America;57;1;5;4;1967;51-60
19534;331;AW00019534;;Adrian;;Torres;0;S;;M;adrian6@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;1;1;2393 Brook Hollow Ct.;;113-555-0170;8/11/07;2-5 Miles;North America;57;1;24;6;1967;51-60
19535;343;AW00019535;;Alex;S;Mitchell;0;S;;M;alex40@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;0;1;6764 Eastgate;;158-555-0175;8/19/2007;2-5 Miles;North America;57;1;22;7;1967;51-60
19536;69;AW00019536;;Brooke;;Cooper;0;M;;F;brooke15@adventure-works.com;60000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;1629 Queens Road;;668-555-0142;12/20/2007;2-5 Miles;North America;64;1;10;5;1960;61-70
19537;545;AW00019537;;Michelle;C;Brooks;0;M;;F;michelle3@adventure-works.com;60000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;7080 Bayview Circle;;195-555-0153;9/21/2007;2-5 Miles;North America;64;1;5;10;1960;61-70
19538;631;AW00019538;;Connor;E;Hall;0;M;;M;connor49@adventure-works.com;60000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;8562 Cynthia Drive;;118-555-0177;9/9/07;0-1 Miles;North America;64;1;9;4;1960;61-70
19540;623;AW00019540;;Jade;R;Richardson;0;M;;F;jade7@adventure-works.com;60000;4;3;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;0;4598 Rhea Ct;;207-555-0172;5/4/08;2-5 Miles;North America;65;0;3;10;1959;61-70
19541;70;AW00019541;;Alexandra;;Cooper;0;M;;F;alexandra12@adventure-works.com;60000;4;3;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;0;1;6749 Orchid Ct.;;383-555-0192;2/7/08;0-1 Miles;North America;65;0;9;3;1959;61-70
19542;548;AW00019542;;Robert;E;Allen;0;M;;M;robert88@adventure-works.com;70000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;1;1;618 Bentley Ct.;;818-555-0182;12/12/07;2-5 Miles;North America;65;1;21;7;1959;61-70
19543;539;AW00019543;;Evan;;Torres;0;M;;M;evan4@adventure-works.com;70000;5;5;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;0;3;6447 Garcia Ranch Road;;862-555-0119;11/2/07;10+ Miles;North America;65;0;11;7;1959;61-70
19545;343;AW00019545;;Garrett;R;Watson;0;S;;M;garrett4@adventure-works.com;60000;1;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;1;5087 Valle Vista Avenue;;475-555-0175;9/10/07;2-5 Miles;North America;66;1;22;10;1958;61-70
19546;68;AW00019546;;Angel;D;Campbell;0;S;;M;angel29@adventure-works.com;60000;1;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;1;6554 Sucamore Dr.;;942-555-0139;12/16/2007;2-5 Miles;North America;66;1;9;6;1958;61-70
19547;329;AW00019547;;Lauren;A;Patterson;0;M;;F;lauren58@adventure-works.com;60000;1;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;1;6097 Mt. Mckinley Ct.;;601-555-0132;9/20/2007;2-5 Miles;North America;66;1;15;2;1958;61-70
19548;299;AW00019548;;Kaitlyn;R;Howard;0;M;;F;kaitlyn58@adventure-works.com;60000;1;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;1;2313 Santa Cruz Drive;;795-555-0163;9/13/2007;0-1 Miles;North America;66;1;18;10;1958;61-70
19549;627;AW00019549;;Kevin;;Sharma;0;M;;M;kevin33@adventure-works.com;60000;1;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;1;6969 Hobby Court;;480-555-0162;9/19/2007;2-5 Miles;North America;66;1;21;8;1958;61-70
19550;316;AW00019550;;Lucas;C;Perez;0;M;;M;lucas4@adventure-works.com;60000;1;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;1;9309 Silver Oak Pl;;205-555-0113;9/11/07;2-5 Miles;North America;66;1;10;10;1958;61-70
19551;634;AW00019551;;Samuel;;Alexander;0;M;;M;samuel18@adventure-works.com;70000;5;4;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;1;0;6210 S. 88th Street;;571-555-0176;3/30/2008;0-1 Miles;North America;66;0;2;2;1958;61-70
19552;612;AW00019552;;Margaret;M;Zhu;0;M;;F;margaret20@adventure-works.com;70000;5;4;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;0;2;9650 Leisure Lane;;997-555-0116;9/13/2007;0-1 Miles;North America;66;0;7;7;1958;61-70
19554;49;AW00019554;;Emmanuel;W;Raman;0;S;;M;emmanuel11@adventure-works.com;70000;5;4;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;2;799 Temple Dr.;;171-555-0134;3/27/2008;2-5 Miles;North America;66;0;6;10;1958;61-70
19633;325;AW00019633;;Destiny;B;Gray;0;S;;F;destiny41@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;8420 Dayton Court;;301-555-0176;12/17/2007;5-10 Miles;North America;48;0;24;8;1976;40-50
19635;536;AW00019635;;Dawn;J;Shan;0;S;;F;dawn34@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;7895 Stanley Dollar Dr.;;258-555-0167;5/29/2008;5-10 Miles;North America;48;0;28;10;1976;40-50
19636;536;AW00019636;;Jessica;;Lee;0;M;;F;jessica70@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;6594 Bent Tree Lane;;955-555-0190;3/5/08;5-10 Miles;North America;48;0;17;11;1976;40-50
19637;609;AW00019637;;Eduardo;F;Long;0;S;;M;eduardo54@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;396 North Ridge Dr.;;384-555-0198;2/24/2008;0-1 Miles;North America;48;0;7;7;1976;40-50
19638;552;AW00019638;;Kimberly;P;Peterson;0;M;;F;kimberly8@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;6026 Lacanda Ct;;557-555-0183;6/28/2008;0-1 Miles;North America;44;0;26;10;1980;40-50
19639;307;AW00019639;;Victor;;Gill;0;S;;M;victor14@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;9775 Redrock Drive;;182-555-0166;8/18/2007;5-10 Miles;North America;44;0;15;3;1980;40-50
19640;60;AW00019640;;Richard;T;Walker;0;M;;M;richard17@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;6088 Gonzalez Court;;859-555-0114;12/29/2007;5-10 Miles;North America;44;0;17;9;1980;40-50
19641;542;AW00019641;;Richard;;Evans;0;S;;M;richard37@adventure-works.com;30000;0;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Clerical;Administrativo;Employ‚;0;2;4155 Working Drive;;834-555-0117;10/15/2007;5-10 Miles;North America;44;0;21;3;1980;40-50
19642;52;AW00019642;;Kaylee;;Evans;0;S;;F;kaylee20@adventure-works.com;30000;0;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Clerical;Administrativo;Employ‚;0;2;311 Wolf Way;;280-555-0166;10/22/2007;5-10 Miles;North America;45;0;9;3;1979;40-50
19643;547;AW00019643;;Jacqueline;F;Watson;0;M;;F;jacqueline24@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;3882 Upland Dr;;510-555-0134;8/21/2007;5-10 Miles;North America;45;0;23;12;1978;40-50
19644;307;AW00019644;;Gloria;;Gill;0;S;;F;gloria14@adventure-works.com;30000;0;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Clerical;Administrativo;Employ‚;1;2;5126 La Corte Bonita;;988-555-0144;3/14/2008;5-10 Miles;North America;47;0;20;9;1977;40-50
19645;60;AW00019645;;Carlos;;Rogers;0;M;;M;carlos22@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;9725 C Olivera Rd;;375-555-0185;10/6/07;0-1 Miles;North America;47;0;18;1;1977;40-50
19646;53;AW00019646;;Ian;;Lee;0;S;;M;ian20@adventure-works.com;30000;0;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Clerical;Administrativo;Employ‚;0;2;2190 Rock Creek Way;;328-555-0164;5/7/08;5-10 Miles;North America;45;0;5;7;1979;40-50
19647;57;AW00019647;;Hailey;;Sanders;0;S;;F;hailey20@adventure-works.com;30000;0;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Clerical;Administrativo;Employ‚;0;2;2436 Pheasant Cr.;;685-555-0184;11/11/07;5-10 Miles;North America;45;0;18;10;1979;40-50
19648;62;AW00019648;;Lauren;A;Hall;0;S;;F;lauren42@adventure-works.com;30000;0;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Clerical;Administrativo;Employ‚;1;2;7989 Pinehurst Court;;503-555-0165;11/5/07;5-10 Miles;North America;45;0;4;10;1979;40-50
19649;623;AW00019649;;Elizabeth;L;Martin;0;S;;F;elizabeth18@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;6271 Ironwood Way;;732-555-0125;3/28/2008;5-10 Miles;North America;45;0;26;8;1979;40-50
19654;543;AW00019654;;Richard;M;Alexander;0;M;;M;richard74@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;6406 Golden Leaf Way;;146-555-0119;12/31/2007;1-2 Miles;North America;48;0;17;4;1976;40-50
19655;383;AW00019655;;Cindy;M;Murphy;0;S;;F;cindy24@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;5508 Trembath Court;;364-555-0177;11/18/2007;1-2 Miles;North America;48;0;14;11;1976;40-50
19656;326;AW00019656;;Sydney;;Travers;0;M;;F;sydney14@adventure-works.com;30000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;3365 Atherton Circle;# 11;641-555-0112;3/1/08;5-10 Miles;North America;50;0;23;8;1974;40-50
19657;635;AW00019657;;Emily;;Griffin;0;S;;F;emily46@adventure-works.com;80000;0;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;1;7034 Petarct;;648-555-0129;12/24/2007;0-1 Miles;North America;52;1;22;3;1972;51-60
19659;337;AW00019659;;Wyatt;;Robinson;0;S;;M;wyatt19@adventure-works.com;70000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;2;735 S. 39th Street;;311-555-0145;12/18/2007;5-10 Miles;North America;60;1;22;11;1963;51-60
19662;59;AW00019662;;Lauren;E;Powell;0;M;;F;lauren56@adventure-works.com;90000;4;4;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;1;1143 Julpum Loop;;610-555-0134;1/26/2008;1-2 Miles;North America;56;0;20;5;1968;51-60
19663;607;AW00019663;;Alex;;Allen;0;M;;M;alex46@adventure-works.com;90000;4;4;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;3;4930 Augustine Drive;;673-555-0180;2/26/2008;0-1 Miles;North America;56;0;15;11;1968;51-60
19664;547;AW00019664;;Ethan;A;Alexander;0;S;;M;ethan15@adventure-works.com;100000;3;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;3;4038 Elk Dr;;997-555-0118;6/24/2008;1-2 Miles;North America;56;0;17;7;1968;51-60
19665;299;AW00019665;;Eduardo;C;Gonzales;0;M;;M;eduardo61@adventure-works.com;110000;2;1;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;3;8178 Kendree St.;;420-555-0156;5/11/08;1-2 Miles;North America;56;0;12;4;1968;51-60
