CustomerKey;GeographyKey;CustomerAlternateKey;Title;FirstName;MiddleName;LastName;NameStyle;BirthDate;MaritalStatus;Suffix;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;EnglishEducation;SpanishEducation;FrenchEducation;EnglishOccupation;SpanishOccupation;FrenchOccupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;Phone;DateFirstPurchase;CommuteDistance;Region;Age;BikeBuyer
16820;60;AW00016820;None;Isabella;None;Gray;0;1952-01-13;M;None;F;isabella5@adventure-works.com;70000;5;2;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;6400 St. John Lane;None;438-555-0150;2/22/2008;10+ Miles;North America;72;1
16832;635;AW00016832;None;Isaiah;J;Parker;0;1932-06-12;S;None;M;isaiah21@adventure-works.com;70000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;2668 E. 79th Street;None;156-555-0115;4/24/2008;5-10 Miles;North America;92;1
16833;325;AW00016833;None;Richard;L;Cooper;0;1932-08-24;M;None;M;richard90@adventure-works.com;90000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;1;9023 Maryland Dr.;None;366-555-0187;4/30/2008;2-5 Miles;North America;92;1
16834;50;AW00016834;None;Morgan;J;Peterson;0;1933-07-21;S;None;F;morgan62@adventure-works.com;50000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;9377 Detroit Ave;None;348-555-0199;11/27/2007;5-10 Miles;North America;91;1
16835;612;AW00016835;None;Noah;None;Nelson;0;1933-10-14;M;None;M;noah36@adventure-works.com;70000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;7082 45th St;None;726-555-0124;4/14/2008;5-10 Miles;North America;91;1
16836;49;AW00016836;None;David;None;Thomas;0;1965-11-22;M;None;M;david69@adventure-works.com;90000;4;4;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;3;6219 Marcia Drive;None;278-555-0197;2/17/2008;2-5 Miles;North America;58;1
16837;51;AW00016837;None;Elizabeth;K;Jackson;0;1965-10-23;M;None;F;elizabeth15@adventure-works.com;90000;4;4;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;3;3494 Jamie Way;None;363-555-0162;2/5/08;2-5 Miles;North America;59;0
16838;307;AW00016838;None;Jonathan;R;Griffin;0;1965-01-16;S;None;M;jonathan20@adventure-works.com;110000;2;2;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;3;3230 Market Place;None;121-555-0113;4/2/08;1-2 Miles;North America;59;0
16839;383;AW00016839;None;Julia;F;Ross;0;1965-06-19;M;None;F;julia70@adventure-works.com;170000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;5518 San Rafael;None;716-555-0194;4/12/08;0-1 Miles;North America;59;1
16840;49;AW00016840;None;Xavier;None;Torres;0;1964-03-14;M;None;M;xavier70@adventure-works.com;80000;4;3;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;0;8802 Valley Manor;None;110-555-0149;11/25/2007;2-5 Miles;North America;60;0
16841;71;AW00016841;None;James;E;Turner;0;1964-11-16;M;None;M;james54@adventure-works.com;80000;4;3;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;1;7848 York Dr.;None;602-555-0192;8/29/2007;2-5 Miles;North America;60;0
16843;311;AW00016843;None;Jimmy;None;Ramos;0;1964-02-16;S;None;M;jimmy21@adventure-works.com;130000;2;2;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;0;2;9817 Cook Street;None;256-555-0148;4/29/2008;0-1 Miles;North America;60;0
16844;374;AW00016844;None;Emma;C;Robinson;0;1964-07-25;M;None;F;emma17@adventure-works.com;160000;1;1;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;5377 Sahara Dr.;None;492-555-0160;4/24/2008;0-1 Miles;North America;60;1
16845;383;AW00016845;None;Andrea;M;Adams;0;1964-09-15;S;None;F;andrea37@adventure-works.com;170000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;0;3;4767 Detroit Ave.;None;658-555-0193;4/7/08;1-2 Miles;North America;60;1
16846;52;AW00016846;None;James;G;Phillips;0;1963-05-09;S;None;M;james55@adventure-works.com;80000;4;3;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;8732 Carob Way;None;200-555-0199;8/25/2007;2-5 Miles;North America;61;0
16847;57;AW00016847;None;Eduardo;None;Hall;0;1963-03-23;M;None;M;eduardo23@adventure-works.com;80000;4;3;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;8128 Honey Trail Lane;None;355-555-0111;12/16/2007;2-5 Miles;North America;61;0
16848;55;AW00016848;None;Jessica;None;Thomas;0;1963-04-07;S;None;F;jessica58@adventure-works.com;80000;4;3;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;2;544 Magda Way;None;749-555-0195;8/4/07;0-1 Miles;North America;61;0
16849;69;AW00016849;None;Jonathan;None;Collins;0;1963-09-28;M;None;M;jonathan32@adventure-works.com;80000;4;3;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;9808 Holiday Hills;None;319-555-0114;6/6/08;2-5 Miles;North America;61;0
16850;641;AW00016850;None;Jessica;None;Jenkins;0;1963-10-02;S;None;F;jessica31@adventure-works.com;90000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;2;3281 Ana Mile;None;433-555-0119;4/6/08;2-5 Miles;North America;61;1
16851;298;AW00016851;None;Kevin;L;Hayes;0;1963-04-01;S;None;M;kevin25@adventure-works.com;100000;0;2;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;5515 West Bouncing Rd;None;980-555-0166;4/25/2008;2-5 Miles;North America;61;1
16852;302;AW00016852;None;Kate;None;She;0;1963-06-07;S;None;F;kate0@adventure-works.com;110000;4;2;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;4;8713 Book Street;None;815-555-0144;4/17/2008;5-10 Miles;North America;61;1
16853;310;AW00016853;None;Christina;A;Bailey;0;1963-02-20;S;None;F;christina14@adventure-works.com;110000;4;3;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;0;3859 Anchor Ave;None;394-555-0181;6/22/2008;5-10 Miles;North America;61;0
16856;611;AW00016856;None;Erin;None;Rivera;0;1962-12-11;M;None;F;erin21@adventure-works.com;90000;5;4;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;4;3812 Roundtree Drive;#5;134-555-0188;2/29/2008;5-10 Miles;North America;61;0
16857;612;AW00016857;None;Lawrence;C;Munoz;0;1962-12-18;M;None;M;lawrence5@adventure-works.com;90000;5;4;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;4;3635 N Ridgewood Drive;None;396-555-0163;11/5/07;5-10 Miles;North America;61;0
16858;616;AW00016858;None;Jan;None;Lopez;0;1962-08-13;M;None;F;jan17@adventure-works.com;100000;1;2;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;3;4214 Willbrook Court;None;950-555-0171;6/9/08;5-10 Miles;North America;62;0
16859;633;AW00016859;None;Jack;E;Kumar;0;1962-08-21;S;None;M;jack29@adventure-works.com;100000;1;2;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;3;8609 Camino Peral;None;747-555-0113;4/19/2008;5-10 Miles;North America;62;1
16860;300;AW00016860;None;Haley;M;Rogers;0;1962-03-17;M;None;F;haley3@adventure-works.com;110000;1;3;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;8380 Sheppard Way;None;101-555-0190;9/13/2007;1-2 Miles;North America;62;0
16861;334;AW00016861;None;Luis;None;Sharma;0;1962-06-10;S;None;M;luis30@adventure-works.com;130000;1;2;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;4;4207 Madrid Lane;None;630-555-0138;7/16/2008;0-1 Miles;North America;62;0
16862;343;AW00016862;None;Timothy;A;Nelson;0;1962-12-20;M;None;M;timothy35@adventure-works.com;130000;1;2;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;4;7798 Esperanza Drive;None;267-555-0140;7/16/2008;0-1 Miles;North America;61;0
16863;536;AW00016863;None;Kaitlyn;W;Clark;0;1961-08-11;M;None;F;kaitlyn42@adventure-works.com;80000;5;4;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;3;5074 Ulfinian Way;None;261-555-0195;9/6/07;1-2 Miles;North America;63;0
16864;648;AW00016864;None;Grace;None;Ramirez;0;1961-05-06;S;None;F;grace42@adventure-works.com;100000;3;2;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;4;3290 Las Palmas;None;414-555-0176;4/28/2008;5-10 Miles;North America;63;1
16865;312;AW00016865;None;Jordyn;None;Diaz;0;1961-06-06;M;None;F;jordyn20@adventure-works.com;120000;1;3;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;4;6539 Greenwood Circle;None;988-555-0154;4/24/2008;5-10 Miles;North America;63;1
16866;326;AW00016866;None;Alexandra;G;Parker;0;1961-10-26;M;None;F;alexandra50@adventure-works.com;130000;1;3;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;6159 Argonne Drive;None;974-555-0142;4/15/2008;2-5 Miles;North America;63;1
16867;355;AW00016867;None;Katelyn;None;King;0;1961-08-26;S;None;F;katelyn43@adventure-works.com;130000;1;3;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;3;6462 Wexford Drive;None;460-555-0179;4/6/08;0-1 Miles;North America;63;1
16868;372;AW00016868;None;Xavier;A;Jackson;0;1961-02-04;M;None;M;xavier9@adventure-works.com;160000;1;3;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;2;53 Odin Dr;None;161-555-0147;4/18/2008;2-5 Miles;North America;63;1
16869;374;AW00016869;None;Vanessa;B;Patterson;0;1961-02-01;M;None;F;vanessa11@adventure-works.com;170000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;4;1949 Bay Court;None;953-555-0152;4/6/08;2-5 Miles;North America;63;1
16870;52;AW00016870;None;Andrea;M;Morgan;0;1955-10-02;M;None;F;andrea22@adventure-works.com;60000;2;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;0;2;4162 Euclid Ave.;None;743-555-0185;8/7/07;1-2 Miles;North America;69;0
16871;369;AW00016871;None;Anna;A;Clark;0;1955-02-11;M;None;F;anna57@adventure-works.com;90000;2;1;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;1;2419 Adobe St.;None;183-555-0145;4/9/08;10+ Miles;North America;69;1
16872;355;AW00016872;None;Samuel;A;Taylor;0;1954-02-27;M;None;M;samuel65@adventure-works.com;80000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;1;2;498 Rockford Dr.;None;345-555-0192;4/18/2008;5-10 Miles;North America;70;1
16874;311;AW00016874;None;Leslie;E;Munoz;0;1935-09-01;S;None;F;leslie8@adventure-works.com;90000;4;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;7748 Rose Ann Ave;None;828-555-0180;11/17/2007;5-10 Miles;North America;89;0
16875;312;AW00016875;None;Samantha;A;Diaz;0;1935-02-27;M;None;F;samantha44@adventure-works.com;90000;4;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;3956 Stonedale;None;125-555-0113;12/26/2007;5-10 Miles;North America;89;0
16876;51;AW00016876;None;Jackson;None;Sharma;0;1936-06-05;M;None;M;jackson3@adventure-works.com;40000;3;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;2;4895 Browse St;None;487-555-0171;10/26/2007;1-2 Miles;North America;88;0
16877;607;AW00016877;None;Katelyn;W;Adams;0;1936-09-02;S;None;F;katelyn39@adventure-works.com;50000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;5875 Providence Dr.;None;139-555-0154;8/19/2007;1-2 Miles;North America;88;0
16878;539;AW00016878;None;Devin;None;Young;0;1936-11-19;S;None;M;devin23@adventure-works.com;50000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;8775 Boulevard;None;595-555-0160;8/27/2007;5-10 Miles;North America;88;1
16879;545;AW00016879;None;Morgan;D;Taylor;0;1936-02-28;S;None;F;morgan31@adventure-works.com;50000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;5542 Orchard View Ave;None;636-555-0114;8/30/2007;5-10 Miles;North America;88;1
16880;307;AW00016880;None;Edgar;M;Patel;0;1936-11-22;M;None;M;edgar3@adventure-works.com;70000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;1639 Atchinson Stage Ct.;None;529-555-0113;4/26/2008;5-10 Miles;North America;87;1
16882;545;AW00016882;None;Robert;G;Young;0;1960-06-15;S;None;M;robert59@adventure-works.com;100000;3;2;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;4;5149 Thissen Court;None;980-555-0174;4/27/2008;5-10 Miles;North America;64;1
16883;334;AW00016883;None;Tyler;A;Davis;0;1960-12-28;S;None;M;tyler10@adventure-works.com;120000;4;4;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;1;3504 Tosco Way;None;173-555-0136;7/8/08;5-10 Miles;North America;63;0
16884;648;AW00016884;None;Richard;J;Miller;0;1954-08-08;M;None;M;richard46@adventure-works.com;60000;2;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;0;2;5477 Oak Leaf Ct;None;717-555-0188;10/8/07;5-10 Miles;North America;70;0
16885;548;AW00016885;None;Garrett;D;Cook;0;1954-06-06;M;None;M;garrett26@adventure-works.com;60000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;0;2;4815 Lenox Ct.;None;294-555-0154;9/17/2007;1-2 Miles;North America;70;0
16886;547;AW00016886;None;Aidan;None;Flores;0;1954-10-19;M;None;M;aidan13@adventure-works.com;60000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;1;2;6868 Thornhill Place;None;417-555-0130;8/8/07;5-10 Miles;North America;70;1
16888;316;AW00016888;None;Arianna;A;Hughes;0;1954-02-18;S;None;F;arianna9@adventure-works.com;60000;3;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;1;2;3788 Linden Lane;None;816-555-0194;8/12/07;5-10 Miles;North America;70;1
16889;374;AW00016889;None;Daniel;R;Rodriguez;0;1954-09-06;S;None;M;daniel21@adventure-works.com;60000;3;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;1;2;1371 Vancouver Way;None;458-555-0140;9/11/07;5-10 Miles;North America;70;1
16890;633;AW00016890;None;Timothy;None;Reed;0;1954-03-03;M;None;M;timothy22@adventure-works.com;60000;3;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;1;2;8662 Bailey Rd.;None;204-555-0112;9/15/2007;5-10 Miles;North America;70;1
16891;343;AW00016891;None;Natalie;None;Gonzales;0;1954-11-09;M;None;F;natalie39@adventure-works.com;70000;3;1;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;0;6155 Wilbur Drive;None;177-555-0155;5/30/2008;5-10 Miles;North America;70;0
16892;298;AW00016892;None;Rebecca;None;Evans;0;1954-02-10;M;None;F;rebecca4@adventure-works.com;70000;3;1;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;0;6154 Cleveland Rd;None;280-555-0162;4/27/2008;5-10 Miles;North America;70;1
16893;644;AW00016893;None;Isaac;M;Howard;0;1953-07-03;S;None;M;isaac11@adventure-works.com;70000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;9369 Mt. Tamalpais Pl.;None;446-555-0112;4/19/2008;5-10 Miles;North America;71;1
16894;548;AW00016894;None;Abigail;None;Walker;0;1953-02-12;S;None;F;abigail63@adventure-works.com;60000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;8193 Pine Creek Way;None;918-555-0180;9/8/07;5-10 Miles;North America;71;1
16895;335;AW00016895;None;Chloe;None;Gonzales;0;1952-06-15;M;None;F;chloe82@adventure-works.com;40000;3;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;2;5351 N. Civic Dr.;None;853-555-0130;9/20/2007;1-2 Miles;North America;72;1
16897;338;AW00016897;None;Lauren;A;Torres;0;1952-08-22;S;None;F;lauren14@adventure-works.com;40000;3;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;3421 Bouncing Road;None;572-555-0185;9/2/07;5-10 Miles;North America;72;1
16898;383;AW00016898;None;Angel;W;Reed;0;1952-05-10;M;None;M;angel19@adventure-works.com;40000;3;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;2;7207 Sycamore Dr.;None;820-555-0121;9/27/2007;5-10 Miles;North America;72;1
16900;359;AW00016900;None;Miguel;R;Jones;0;1937-11-21;M;None;M;miguel2@adventure-works.com;120000;2;4;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;3;8352 Turning View Cricle Drive;None;947-555-0134;2/18/2008;5-10 Miles;North America;87;0
16901;311;AW00016901;None;Ricky;None;Munoz;0;1937-10-24;M;None;M;ricky7@adventure-works.com;130000;2;3;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;4;2594 Breaker Dr;None;291-555-0126;3/28/2008;2-5 Miles;North America;87;0
16903;368;AW00016903;None;Ian;P;Wright;0;1938-08-02;S;None;M;ian26@adventure-works.com;110000;2;4;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;0;4113 Pershing Dr;None;502-555-0164;5/15/2008;5-10 Miles;North America;86;0
16904;326;AW00016904;None;Arianna;G;Bailey;0;1938-07-11;M;None;F;arianna38@adventure-works.com;110000;2;4;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;0;1671 F St.;None;169-555-0177;4/12/08;5-10 Miles;North America;86;0
16906;59;AW00016906;None;Brittany;None;Flores;0;1938-08-12;M;None;F;brittany11@adventure-works.com;170000;1;1;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;4;6310 Jamie Way;None;367-555-0114;2/11/08;2-5 Miles;North America;86;1
16907;343;AW00016907;None;Sarah;J;Hall;0;1939-03-21;S;None;F;sarah1@adventure-works.com;80000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;8836 First Ave.;None;195-555-0135;4/27/2008;5-10 Miles;North America;85;1
16908;612;AW00016908;None;Kristi;C;Patel;0;1939-06-02;S;None;F;kristi19@adventure-works.com;80000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;507 Sahara Drive;None;308-555-0116;4/8/08;5-10 Miles;North America;85;1
16909;337;AW00016909;None;Chloe;M;Walker;0;1939-11-10;M;None;F;chloe32@adventure-works.com;90000;5;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;2547 San Ramon Road;None;607-555-0151;4/29/2008;5-10 Miles;North America;85;1
16910;49;AW00016910;None;Ryan;J;Diaz;0;1939-06-14;M;None;M;ryan25@adventure-works.com;120000;2;4;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;3;6058 Foothill Way;None;332-555-0195;8/17/2007;5-10 Miles;North America;85;0
16912;631;AW00016912;None;Dalton;A;Patterson;0;1940-03-07;M;None;M;dalton56@adventure-works.com;90000;5;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;2;6670 Brook St.;None;164-555-0118;5/29/2008;1-2 Miles;North America;84;1
16913;548;AW00016913;None;Marcus;None;Flores;0;1940-11-12;S;None;M;marcus62@adventure-works.com;100000;2;3;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;3;1453 Asilomar Dr.;None;807-555-0178;2/24/2008;5-10 Miles;North America;84;0
16914;633;AW00016914;None;Alexandra;K;Campbell;0;1968-10-24;M;None;F;alexandra49@adventure-works.com;100000;3;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;3;6939 Hilltop Dr.;None;353-555-0139;5/31/2008;0-1 Miles;North America;56;1
16915;644;AW00016915;None;Mason;None;Phillips;0;1968-09-06;M;None;M;mason26@adventure-works.com;100000;3;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;3;5279 Glenwood Dr.;None;124-555-0175;5/31/2008;0-1 Miles;North America;56;1
16916;557;AW00016916;None;Cheryl;M;Dominguez;0;1968-06-23;S;None;F;cheryl15@adventure-works.com;110000;1;1;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;0;2;5313 Haynes Court;None;271-555-0119;5/16/2008;1-2 Miles;North America;56;1
16917;300;AW00016917;None;Brett;B;Subram;0;1968-02-03;M;None;M;brett12@adventure-works.com;120000;1;1;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;4;8237 Gibrix Dr.;None;172-555-0150;6/11/08;0-1 Miles;North America;56;0
16918;642;AW00016918;None;Alexandria;L;Cox;0;1979-08-11;S;None;F;alexandria32@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;8534 Willow Pass Road;None;836-555-0131;7/19/2008;5-10 Miles;North America;45;0
16920;374;AW00016920;None;Eduardo;None;Stewart;0;1979-01-17;M;None;M;eduardo89@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;2;7036 Las Quebrados Ln.;None;276-555-0114;9/25/2007;1-2 Miles;North America;45;1
16921;41;AW00016921;None;Edwin;None;Jai;0;1978-11-14;M;None;M;edwin34@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;3962 Clyde Street;None;198-555-0136;11/14/2007;5-10 Miles;North America;46;1
16922;609;AW00016922;None;Emma;F;Jackson;0;1978-02-02;S;None;F;emma11@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;8581 Paris Lane;None;191-555-0172;7/25/2008;5-10 Miles;North America;46;0
16923;623;AW00016923;None;Connor;M;Gonzales;0;1978-11-09;S;None;M;connor11@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;4672 Euclid Ave;None;187-555-0111;6/8/08;5-10 Miles;North America;46;0
16924;311;AW00016924;None;Julia;A;Price;0;1978-11-05;S;None;F;julia66@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;2;5888 Salem St.;None;649-555-0115;10/23/2007;1-2 Miles;North America;46;1
16925;314;AW00016925;None;Spencer;W;Patterson;0;1978-07-21;S;None;M;spencer12@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;2;1069 Ahwanee Lane;None;394-555-0170;10/11/07;1-2 Miles;North America;46;1
16936;217;AW00016936;Ms.;Alice;J.;Serventi;0;1936-08-03;M;None;F;alice3@adventure-works.com;10000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Clerical;Administrativo;Employ‚;1;0;103, avenue des Champs-Elys‚es;None;116-555-0100;8/22/2007;0-1 Miles;Europe;88;0
16947;368;AW00016947;None;Savannah;K;Stewart;0;1970-04-04;M;None;F;savannah24@adventure-works.com;50000;1;1;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;0;7357 Scramble Road;None;924-555-0117;10/18/2007;2-5 Miles;North America;54;1
16948;63;AW00016948;None;Emma;None;Lee;0;1970-09-15;M;None;F;emma21@adventure-works.com;50000;1;1;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;1;1105 O St.;None;329-555-0193;10/6/07;0-1 Miles;North America;54;0
16949;335;AW00016949;None;Luis;None;Flores;0;1970-04-16;M;None;M;luis11@adventure-works.com;50000;1;1;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;1;7781 Santa Barbara Rd;None;821-555-0180;10/22/2007;2-5 Miles;North America;54;1
16950;53;AW00016950;None;Connor;None;Edwards;0;1970-11-15;M;None;M;connor30@adventure-works.com;50000;1;1;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;1;8526 Krueger Drive;None;119-555-0182;11/1/07;0-1 Miles;North America;54;0
16951;616;AW00016951;None;Cassidy;A;Bennett;0;1970-10-02;M;None;F;cassidy1@adventure-works.com;50000;1;1;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;1;7689 Gumwood;None;233-555-0188;10/5/07;2-5 Miles;North America;54;1
16952;55;AW00016952;None;Thomas;A;Martin;0;1970-10-22;M;None;M;thomas76@adventure-works.com;50000;1;1;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;1;8348 Holiday Hill Dr.;None;211-555-0119;11/30/2007;2-5 Miles;North America;54;1
16953;316;AW00016953;None;Paige;None;Ward;0;1970-10-04;M;None;F;paige36@adventure-works.com;60000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;1;0;6673 Eola;None;225-555-0121;8/6/07;2-5 Miles;North America;54;0
16954;609;AW00016954;None;Fernando;None;Davis;0;1970-05-27;S;None;M;fernando5@adventure-works.com;60000;1;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;1;0;7986 Terra Calitina;None;651-555-0165;7/15/2008;2-5 Miles;North America;54;0
16955;53;AW00016955;None;Nathaniel;None;Bradley;0;1969-08-18;M;None;M;nathaniel15@adventure-works.com;50000;2;2;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;0;3679 Diablo View Road;None;145-555-0167;12/30/2007;2-5 Miles;North America;55;1
16956;648;AW00016956;None;Austin;J;Flores;0;1969-01-09;M;None;M;austin8@adventure-works.com;50000;2;2;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;0;6940 Hilltop Dr;None;690-555-0141;10/13/2007;2-5 Miles;North America;55;1
